seed,asset-count,full-score,no-greedy-score,simple-body-score,full-minus-no-greedy,full-minus-simple-body,full-gap,no-greedy-gap,simple-body-gap,full-runtime-ms,no-greedy-runtime-ms,simple-body-runtime-ms
23,50,0.9966879184774353,0.7150384932112832,0.9966879184774353,0.2816494252661521,0.0,0.003312081522564855,0.2849615067887167,0.003312081522564855,9.9662406,10.6579038,11.551834800000002
23,100,0.9982054274679871,0.6714928885547731,0.9982054274679871,0.32671253891321406,0.0,0.0017945725320128985,0.32850711144522693,0.0017945725320128985,24.591699299999995,27.1542326,27.751510499999995
23,250,0.9993273682679256,0.6009597432840781,0.9993273682679256,0.3983676249838475,0.0,6.726317320745617E-4,0.399040256715922,6.726317320745617E-4,100.32979089999999,115.70870530000002,109.3687644
23,500,0.9996746779764404,0.5752248751737408,0.9996746779764404,0.4244498028026996,0.0,3.253220235596878E-4,0.42477512482625934,3.253220235596878E-4,352.88823500000007,396.939206,357.75926489999995
24,50,0.9966879184774353,0.7093382741189748,0.9966879184774353,0.28734964435846055,0.0,0.003312081522564855,0.29066172588102523,0.003312081522564855,10.548748899999998,11.114650800000001,10.1284904
24,100,0.9982054274679871,0.6613866040220937,0.9982054274679871,0.3368188234458934,0.0,0.0017945725320128985,0.3386133959779063,0.0017945725320128985,25.297080099999995,27.9053637,23.9892796
24,250,0.9993273682679256,0.6026365217428622,0.9993273682679256,0.39669084652506337,0.0,6.726317320745617E-4,0.3973634782571378,6.726317320745617E-4,102.42247650000002,110.2638616,96.3039352
24,500,0.9996746779764404,0.5721627948317328,0.9996746779764404,0.42751188314470756,0.0,3.253220235596878E-4,0.4278372051682672,3.253220235596878E-4,345.5766859,385.55372859999994,339.6733996
25,50,0.9966879184774353,0.8635058697561732,0.9966879184774353,0.13318204872126216,0.0,0.003312081522564855,0.13649413024382678,0.003312081522564855,10.893449999999998,10.262799800000002,12.9080377
25,100,0.9982054274679871,0.8346349693992499,0.9982054274679871,0.16357045806873727,0.0,0.0017945725320128985,0.16536503060075008,0.0017945725320128985,21.8205037,21.113395800000003,26.530492699999996
25,250,0.9993273682679256,0.8055951536203458,0.9993273682679256,0.19373221464757973,0.0,6.726317320745617E-4,0.19440484637965402,6.726317320745617E-4,59.00328400000001,58.756492800000004,68.4378006
25,500,0.9996746779764404,0.7813671309645418,0.9996746779764404,0.21830754701189858,0.0,3.253220235596878E-4,0.21863286903545825,3.253220235596878E-4,131.7500337,125.11623759999998,144.989812
26,50,0.9966879184774353,0.6978237787828309,0.9966879184774353,0.29886413969460446,0.0,0.003312081522564855,0.30217622121716914,0.003312081522564855,8.2948414,7.4891835,9.9224533
26,100,0.9983532627372584,0.6457514209599199,0.9982054274679871,0.35260184177733855,1.4783526927131252E-4,0.0016467372627415149,0.3542485790400801,0.0017945725320128985,16.680805300000003,17.482211,23.9816299
26,250,0.9993455236782378,0.5946026305579748,0.9993273682679256,0.404742893120263,1.815541031224832E-5,6.544763217622888E-4,0.4053973694420253,6.726317320745617E-4,46.031683799999996,57.40913810000001,97.7276217
26,500,0.9996962259854044,0.5684512101882878,0.9996746779764404,0.4312450157971166,2.1548008964034082E-5,3.037740145957161E-4,0.4315487898117123,3.253220235596878E-4,123.47266180000001,167.6497554,332.8685393
27,50,0.9968635111025449,0.8674878069044958,0.9966879184774353,0.1293757041980491,1.755926251095774E-4,0.0031364888974551087,0.13251219309550433,0.003312081522564855,11.006631799999997,11.088262199999999,11.9351684
27,100,0.9982054274679871,0.8408916265824631,0.9982054274679871,0.15731380088552405,0.0,0.0017945725320128985,0.15910837341753695,0.0017945725320128985,22.4676911,22.616398600000004,25.029398099999995
27,250,0.9994090676143307,0.7945186463498641,0.9993273682679256,0.20489042126446655,8.169934640511745E-5,5.909323856693331E-4,0.20548135365013603,6.726317320745617E-4,60.2661859,60.723408299999996,72.1533048
27,500,0.9996832971800261,0.7806166771893711,0.9996746779764404,0.21906661999065502,8.61920358574686E-6,3.167028199740992E-4,0.21938332281062892,3.253220235596878E-4,135.5637175,124.58309390000002,146.7577544
28,50,0.9966879184774353,0.859489036554457,0.9966879184774353,0.13719888192297836,0.0,0.003312081522564855,0.1405109634455431,0.003312081522564855,12.473328,10.2268725,11.9701824
28,100,0.9982054274679871,0.8295775218414747,0.9982054274679871,0.16862790562651242,0.0,0.0017945725320128985,0.1704224781585254,0.0017945725320128985,24.0005828,21.0561505,25.5284455
28,250,0.9993702535925675,0.7964972836984743,0.9993273682679256,0.2028729698940932,4.2885324641916966E-5,6.297464074326543E-4,0.20350271630152578,6.726317320745617E-4,59.117995099999995,60.95358689999999,71.16200549999999
28,500,0.9996746779764404,0.7783657783411988,0.9996746779764404,0.22130889963524158,0.0,3.253220235596878E-4,0.2216342216588012,3.253220235596878E-4,123.715824,124.89122590000002,145.05592289999998
29,50,0.9968091561542076,0.8532269070969353,0.9966879184774353,0.14358224905727235,1.2123767677230113E-4,0.0031908438457924444,0.14677309290306473,0.003312081522564855,11.4585729,12.3135873,11.7608706
29,100,0.9982054274679871,0.8413134339311792,0.9982054274679871,0.15689199353680794,0.0,0.0017945725320128985,0.15868656606882078,0.0017945725320128985,23.172290500000003,23.1000204,24.318832000000004
29,250,0.9993273682679256,0.7971980863890676,0.9993273682679256,0.20212928187885792,0.0,6.726317320745617E-4,0.20280191361093233,6.726317320745617E-4,61.0786073,59.8090377,67.5969704
29,500,0.9996746779764404,0.7807663695750906,0.9996746779764404,0.21890830840134978,0.0,3.253220235596878E-4,0.21923363042490934,3.253220235596878E-4,134.03082909999998,125.95719160000002,148.6539548
30,50,0.9966879184774353,0.7315961839286542,0.9966879184774353,0.2650917345487811,0.0,0.003312081522564855,0.2684038160713458,0.003312081522564855,10.737068,11.116055600000001,11.2892188
30,100,0.9982054274679871,0.6690516289914508,0.9982054274679871,0.32915379847653636,0.0,0.0017945725320128985,0.33094837100854924,0.0017945725320128985,26.0119823,27.4081299,28.091187400000003
30,250,0.9993273682679256,0.6035719885713029,0.9993273682679256,0.39575537969662267,0.0,6.726317320745617E-4,0.3964280114286972,6.726317320745617E-4,107.94838130000001,113.51553089999997,110.25840459999999
30,500,0.9996746779764404,0.574818234782931,0.9996746779764404,0.42485644319350935,0.0,3.253220235596878E-4,0.42518176521706896,3.253220235596878E-4,364.155257,380.4949657,351.4642465
